station_name,date,hour,temperature,wind_direction,wind_km/h,precipitation_mm
BUENOS_AIRES,06/ENE/2022,21Hs,23.1,75,21,0.0
BUENOS_AIRES,07/ENE/2022,00Hs,21.8,85,20,0.0
BUENOS_AIRES,07/ENE/2022,03Hs,21.6,58,22,0.0
BUENOS_AIRES,07/ENE/2022,06Hs,20.3,45,18,0.0
BUENOS_AIRES,07/ENE/2022,09Hs,24.8,25,18,0.0
BUENOS_AIRES,07/ENE/2022,12Hs,28.9,42,8,0.0
BUENOS_AIRES,07/ENE/2022,15Hs,31.0,105,15,0.0
BUENOS_AIRES,07/ENE/2022,18Hs,30.2,107,14,0.0
BUENOS_AIRES,07/ENE/2022,21Hs,24.1,73,22,0.0
BUENOS_AIRES,08/ENE/2022,00Hs,22.7,110,18,0.0
BUENOS_AIRES,08/ENE/2022,03Hs,22.7,74,18,0.0
BUENOS_AIRES,08/ENE/2022,06Hs,21.1,64,13,0.0
BUENOS_AIRES,08/ENE/2022,09Hs,25.6,73,18,0.0
BUENOS_AIRES,08/ENE/2022,12Hs,30.6,78,20,0.0
BUENOS_AIRES,08/ENE/2022,15Hs,33.5,73,23,0.0
BUENOS_AIRES,08/ENE/2022,18Hs,32.4,71,23,0.0
BUENOS_AIRES,08/ENE/2022,21Hs,25.3,106,24,0.0
CATAMARCA_AERO,04/ENE/2022,00Hs,29.5,59,32,0.0
CATAMARCA_AERO,04/ENE/2022,03Hs,27.8,48,27,0.2
CATAMARCA_AERO,04/ENE/2022,06Hs,21.9,265,14,4.1
CATAMARCA_AERO,04/ENE/2022,09Hs,25.7,162,5,0.9
CATAMARCA_AERO,04/ENE/2022,12Hs,30.7,162,8,0.8
CATAMARCA_AERO,04/ENE/2022,15Hs,35.5,187,14,0.2
CATAMARCA_AERO,04/ENE/2022,18Hs,25.7,34,43,2.4
CATAMARCA_AERO,04/ENE/2022,21Hs,24.8,46,12,1.4
CATAMARCA_AERO,05/ENE/2022,00Hs,23.7,248,5,0.0
CATAMARCA_AERO,05/ENE/2022,03Hs,23.0,337,5,0.0
CATAMARCA_AERO,05/ENE/2022,06Hs,20.6,359,9,2.6
CATAMARCA_AERO,05/ENE/2022,09Hs,19.3,250,7,2.6
CATAMARCA_AERO,05/ENE/2022,12Hs,22.6,103,9,1.3
CATAMARCA_AERO,05/ENE/2022,15Hs,28.6,128,10,0.8
CATAMARCA_AERO,05/ENE/2022,18Hs,31.6,45,26,0.3
CATAMARCA_AERO,05/ENE/2022,21Hs,27.0,43,16,0.0
CATAMARCA_AERO,06/ENE/2022,00Hs,24.9,270,8,0.0
CATAMARCA_AERO,06/ENE/2022,03Hs,23.4,329,3,0.0
CATAMARCA_AERO,06/ENE/2022,06Hs,22.6,24,6,0.0
CATAMARCA_AERO,06/ENE/2022,09Hs,28.0,83,10,0.0
CATAMARCA_AERO,06/ENE/2022,12Hs,33.9,59,22,0.0
CATAMARCA_AERO,06/ENE/2022,15Hs,36.2,67,33,0.0
